treatment,dyad,player,expert_in,novice_in,stage,round,kind,classif,accuracy,queried,answered,answer_correct
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,2,C,C,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,3,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,3,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,3,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,3,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,3,B,D,0,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,3,A,C,0,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,3,C,A,0,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,3,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,3,A,C,0,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,3,A,A,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,4,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,4,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,4,B,D,0,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,4,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,4,D,D,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,4,A,C,0,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,4,A,C,0,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,4,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,4,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,4,C,C,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,5,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,5,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,5,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,5,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,5,D,D,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,5,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,5,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,5,C,A,0,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,5,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,5,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,6,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,6,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,6,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,6,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,6,C,C,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,6,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,6,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,6,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,6,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,6,B,B,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,7,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,7,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,7,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,7,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,7,A,A,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,7,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,7,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,7,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,7,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,7,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,8,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,8,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,8,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,8,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,8,B,B,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,8,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,8,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,8,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,8,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,8,A,A,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,9,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,9,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,9,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,9,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,9,B,D,0,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,9,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,9,A,C,0,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,9,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,9,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,9,C,A,0,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,10,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,10,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,10,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,10,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,10,D,D,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,10,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,10,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,10,A,C,0,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,10,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,10,C,A,0,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,11,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,11,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,11,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,11,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,11,B,B,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,11,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,11,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,11,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,11,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,11,A,A,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,12,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,12,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,12,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,12,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,12,D,D,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,12,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,12,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,12,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,12,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,12,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,13,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,13,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,13,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,13,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,13,C,C,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,13,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,13,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,13,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,13,D,Nada,0,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,13,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,14,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,14,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,14,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,14,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,14,B,B,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,14,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,14,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,14,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,14,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,14,C,C,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,15,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,15,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,15,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,15,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,15,B,B,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,15,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,15,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,15,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,15,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,15,A,C,0,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,16,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,16,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,16,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,16,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,16,C,C,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,16,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,16,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,16,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,16,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,16,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,17,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,17,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,17,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,17,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,17,D,D,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,17,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,17,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,17,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,17,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,17,C,C,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,18,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,18,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,18,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,18,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,18,B,B,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,18,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,18,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,18,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,18,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,18,C,C,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,19,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,19,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,19,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,19,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,19,D,D,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,19,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,19,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,19,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,19,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,19,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,20,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,20,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,20,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,20,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,20,A,A,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,20,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,20,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,20,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,20,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,20,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,21,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,21,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,21,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,21,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,21,B,B,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,21,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,21,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,21,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,21,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,21,C,C,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,22,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,22,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,22,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,22,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,22,D,D,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,22,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,22,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,22,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,22,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,22,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,23,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,23,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,23,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,23,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,23,A,A,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,23,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,23,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,23,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,23,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,23,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,24,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,24,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,24,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,24,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,24,B,B,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,24,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,24,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,24,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,24,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,24,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,25,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,25,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,25,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,25,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Training rounds,25,C,C,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,25,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,25,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,25,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,25,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Training rounds,25,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,1,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,1,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,1,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,1,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,1,A,A,1,2.0,1.0,1.0
dyad,42404-27703,42404690668940,terrier,hound,Game rounds,1,B,B,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Game rounds,1,D,D,1,1.0,1.0,1.0
dyad,42404-27703,42404690668940,terrier,hound,Game rounds,1,D,B,0,1.0,1.0,1.0
dyad,42404-27703,42404690668940,terrier,hound,Game rounds,1,B,B,1,1.0,1.0,1.0
dyad,42404-27703,42404690668940,terrier,hound,Game rounds,1,A,A,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,2,B,B,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,2,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,2,C,C,1,1.0,1.0,1.0
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,2,C,C,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,2,D,D,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Game rounds,2,B,B,1,1.0,1.0,1.0
dyad,42404-27703,42404690668940,terrier,hound,Game rounds,2,D,B,0,1.0,1.0,1.0
dyad,42404-27703,42404690668940,terrier,hound,Game rounds,2,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Game rounds,2,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Game rounds,2,D,D,1,1.0,1.0,1.0
dyad,42404-27703,42404690668940,terrier,hound,Game rounds,3,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Game rounds,3,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Game rounds,3,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Game rounds,3,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Game rounds,3,B,B,1,1.0,1.0,1.0
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,3,C,C,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,3,A,A,1,1.0,1.0,1.0
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,3,C,C,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,3,A,A,1,1.0,1.0,1.0
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,3,B,B,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Game rounds,4,D,D,1,1.0,1.0,1.0
dyad,42404-27703,42404690668940,terrier,hound,Game rounds,4,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Game rounds,4,A,A,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Game rounds,4,C,C,1,,,
dyad,42404-27703,42404690668940,terrier,hound,Game rounds,4,D,D,1,1.0,1.0,1.0
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,4,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,4,C,C,1,1.0,1.0,1.0
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,4,A,A,1,1.0,1.0,1.0
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,4,C,C,1,1.0,1.0,1.0
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,4,D,D,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,5,C,C,1,,,
dyad,42404-27703,277030367725057,hound,terrier,Game rounds,5,C,C,1,1.0,1.0,1.0
